"item_number","item_description","item_type","category","uom","weight","dimensions","color","material","manufacturer","manufacturer_part_number","supplier_code","supplier_part_number","lead_time_days","minimum_order_quantity","unit_cost","currency","country_of_origin","compliance_status","is_serialized","is_npi","is_obsolete","status","created_date","last_modified_date","revision","notes"
"ITEM-455","COMPONENT SCOOTERS Component 455","COMPONENT","SCOOTERS","SET","4.0","31x35x26cm","Matte Black","Plastic","Samsung","PART-000455","SUP007","SUP-PART-000455","16","93","1577.51","USD","USA","CE","false","false","true","NPI","2025-01-29","2025-02-18","R1","Notes for ITEM-455"
"ITEM-456","RAW_MATERIAL FRAMES Component 456","RAW_MATERIAL","FRAMES","KG","20.9","116x54x46cm","Blue","Steel","Samsung","PART-000456","SUP003","SUP-PART-000456","41","46","2986.9","USD","Japan","REACH","false","true","false","ACTIVE","2025-02-03","2025-02-28","R1","Notes for ITEM-456"
"ITEM-457","Product 457","FINISHED_GOOD","ELECTRONICS","KG","15.7","153x42x50cm","Blue","Aluminum","LG","PART-000457","SUP003","SUP-PART-000457","74","46","1489.06","USD","China","FCC","false","false","true","NPI","2025-06-05","2025-06-30","R3","Notes for ITEM-457"
"ITEM-458","ASSEMBLY BICYCLES Component 458","ASSEMBLY","BICYCLES","KG","39.8","138x67x21cm","Matte Black","Carbon Fiber","Samsung","PART-000458","SUP008","SUP-PART-000458","12","29","3358.38","USD","China","UN38.3","true","true","true","NPI","2024-10-25","2024-11-13","R2","Notes for ITEM-458"
"ITEM-459","RAW_MATERIAL BICYCLES Component 459","RAW_MATERIAL","BICYCLES","SET","43.2","37x24x29cm","Matte Black","Plastic","Xiaomi","PART-000459","SUP002","SUP-PART-000459","13","1","1438.4","USD","China","REACH","true","false","false","NPI","2025-09-14","2025-09-29","R4","Notes for ITEM-459"
"ITEM-460","Electric Mountain Bike 460","FINISHED_GOOD","BICYCLES","L","20.4","200x27x32cm","Red","Steel","Panasonic","PART-000460","SUP007","SUP-PART-000460","58","59","2087.36","USD","Japan","ROHS","true","true","false","OBSOLETE","2024-11-20","2024-12-07","R2","Notes for ITEM-460"
"ITEM-461","TOOL SCOOTERS Component 461","TOOL","SCOOTERS","SET","18.1","127x85x48cm","Blue","Plastic","Panasonic","PART-000461","SUP005","SUP-PART-000461","15","12","3772.76","USD","Germany","ROHS","false","true","true","ACTIVE","2024-10-30","2024-11-14","R3","Notes for ITEM-461"
"ITEM-462","TOOL WHEELS Component 462","TOOL","WHEELS","KG","12.3","71x61x44cm","Matte Black","Plastic","Trek Bikes","PART-000462","SUP008","SUP-PART-000462","33","45","1988.73","USD","Japan","REACH","true","false","false","INACTIVE","2025-05-04","2025-05-22","R1","Notes for ITEM-462"
"ITEM-463","ASSEMBLY FRAMES Component 463","ASSEMBLY","FRAMES","SET","0.8","97x49x19cm","Black","Aluminum","Trek Bikes","PART-000463","SUP008","SUP-PART-000463","67","84","4594.91","USD","China","UN38.3","false","false","true","OBSOLETE","2024-11-21","2024-11-28","R5","Notes for ITEM-463"
"ITEM-464","COMPONENT SCOOTERS Component 464","COMPONENT","SCOOTERS","L","47.7","190x97x30cm","White","Titanium","LG","PART-000464","SUP005","SUP-PART-000464","5","53","2655.73","USD","USA","ROHS","true","true","true","NPI","2025-08-19","2025-08-29","R2","Notes for ITEM-464"
"ITEM-465","RAW_MATERIAL ELECTRONICS Component 465","RAW_MATERIAL","ELECTRONICS","L","28.7","122x25x34cm","Red","Carbon Fiber","Panasonic","PART-000465","SUP003","SUP-PART-000465","26","49","2371.71","USD","China","UN38.3","false","false","false","ACTIVE","2024-12-28","2025-01-24","R4","Notes for ITEM-465"
"ITEM-466","COMPONENT SCOOTERS Component 466","COMPONENT","SCOOTERS","EA","24.0","118x39x20cm","Black","Plastic","LG","PART-000466","SUP005","SUP-PART-000466","36","37","1030.58","USD","Taiwan","FCC","false","true","false","ACTIVE","2025-06-22","2025-06-23","R2","Notes for ITEM-466"
"ITEM-467","ASSEMBLY ELECTRONICS Component 467","ASSEMBLY","ELECTRONICS","SET","35.5","75x71x9cm","White","Aluminum","Samsung","PART-000467","SUP001","SUP-PART-000467","58","12","2396.17","USD","Taiwan","FCC","false","true","true","OBSOLETE","2024-11-06","2024-11-10","R2","Notes for ITEM-467"
"ITEM-468","COMPONENT SCOOTERS Component 468","COMPONENT","SCOOTERS","M","32.8","178x50x12cm","Black","Carbon Fiber","Panasonic","PART-000468","SUP001","SUP-PART-000468","14","37","2546.44","USD","Japan","REACH","true","false","true","ACTIVE","2025-08-09","2025-08-20","R5","Notes for ITEM-468"
"ITEM-469","COMPONENT WHEELS Component 469","COMPONENT","WHEELS","M","42.1","61x31x12cm","Silver","Steel","Xiaomi","PART-000469","SUP007","SUP-PART-000469","34","52","2103.9","USD","USA","UN38.3","false","false","false","ACTIVE","2025-10-17","2025-11-12","R2","Notes for ITEM-469"
"ITEM-470","RAW_MATERIAL FRAMES Component 470","RAW_MATERIAL","FRAMES","EA","8.0","55x18x38cm","White","Titanium","LG","PART-000470","SUP004","SUP-PART-000470","49","57","2190.76","USD","USA","ROHS","false","true","true","INACTIVE","2025-08-29","2025-09-11","R3","Notes for ITEM-470"
"ITEM-471","RAW_MATERIAL BATTERIES Component 471","RAW_MATERIAL","BATTERIES","KG","4.0","87x94x46cm","Black","Steel","Samsung","PART-000471","SUP005","SUP-PART-000471","35","41","2137.07","USD","Germany","ROHS","false","false","true","NPI","2025-06-21","2025-06-22","R3","Notes for ITEM-471"
"ITEM-472","TOOL ELECTRONICS Component 472","TOOL","ELECTRONICS","SET","30.3","24x73x11cm","White","Titanium","Trek Bikes","PART-000472","SUP007","SUP-PART-000472","59","72","3249.03","USD","Japan","CE","true","true","true","OBSOLETE","2025-07-06","2025-07-14","R2","Notes for ITEM-472"
"ITEM-473","ASSEMBLY ELECTRONICS Component 473","ASSEMBLY","ELECTRONICS","EA","39.1","39x76x29cm","Silver","Steel","Samsung","PART-000473","SUP001","SUP-PART-000473","84","85","3568.25","USD","Taiwan","REACH","false","true","true","NPI","2024-12-20","2024-12-27","R1","Notes for ITEM-473"
"ITEM-474","ASSEMBLY SCOOTERS Component 474","ASSEMBLY","SCOOTERS","M","2.8","98x27x45cm","White","Titanium","Samsung","PART-000474","SUP002","SUP-PART-000474","34","10","727.84","USD","Germany","UN38.3","false","true","true","ACTIVE","2025-02-23","2025-03-10","R2","Notes for ITEM-474"
"ITEM-475","RAW_MATERIAL WHEELS Component 475","RAW_MATERIAL","WHEELS","EA","13.6","142x70x34cm","Blue","Titanium","Panasonic","PART-000475","SUP001","SUP-PART-000475","81","55","1330.74","USD","Germany","FCC","true","true","true","ACTIVE","2025-04-20","2025-04-27","R2","Notes for ITEM-475"
"ITEM-476","ASSEMBLY BICYCLES Component 476","ASSEMBLY","BICYCLES","L","14.1","144x52x22cm","Matte Black","Carbon Fiber","Samsung","PART-000476","SUP007","SUP-PART-000476","33","24","4812.06","USD","China","REACH","false","false","true","INACTIVE","2024-12-02","2024-12-08","R1","Notes for ITEM-476"
"ITEM-477","TOOL BICYCLES Component 477","TOOL","BICYCLES","KG","30.6","44x35x7cm","Red","Plastic","Trek Bikes","PART-000477","SUP010","SUP-PART-000477","75","73","4258.7","USD","China","ROHS","false","true","true","NPI","2024-11-11","2024-12-10","R3","Notes for ITEM-477"
"ITEM-478","TOOL FRAMES Component 478","TOOL","FRAMES","EA","1.0","145x81x42cm","White","Carbon Fiber","LG","PART-000478","SUP010","SUP-PART-000478","36","51","4294.57","USD","Japan","UN38.3","false","false","true","INACTIVE","2025-06-23","2025-07-01","R5","Notes for ITEM-478"
"ITEM-479","RAW_MATERIAL FRAMES Component 479","RAW_MATERIAL","FRAMES","SET","41.2","91x16x6cm","White","Steel","Panasonic","PART-000479","SUP002","SUP-PART-000479","13","52","887.48","USD","Germany","REACH","true","false","true","INACTIVE","2025-01-19","2025-02-06","R3","Notes for ITEM-479"
"ITEM-480","COMPONENT BATTERIES Component 480","COMPONENT","BATTERIES","M","30.7","128x42x50cm","White","Aluminum","Panasonic","PART-000480","SUP009","SUP-PART-000480","9","5","1271.46","USD","Taiwan","FCC","false","true","true","INACTIVE","2025-03-05","2025-03-28","R1","Notes for ITEM-480"
"ITEM-481","COMPONENT BATTERIES Component 481","COMPONENT","BATTERIES","SET","39.1","75x97x19cm","Black","Aluminum","Xiaomi","PART-000481","SUP004","SUP-PART-000481","72","88","3573.7","USD","Taiwan","FCC","false","true","false","NPI","2025-01-07","2025-02-01","R4","Notes for ITEM-481"
"ITEM-482","ASSEMBLY FRAMES Component 482","ASSEMBLY","FRAMES","EA","33.7","123x30x47cm","Matte Black","Plastic","Xiaomi","PART-000482","SUP008","SUP-PART-000482","28","67","1594.06","USD","China","CE","false","false","false","INACTIVE","2024-11-11","2024-11-14","R1","Notes for ITEM-482"
"ITEM-483","TOOL ELECTRONICS Component 483","TOOL","ELECTRONICS","L","18.5","198x69x27cm","Blue","Steel","Samsung","PART-000483","SUP006","SUP-PART-000483","52","4","4155.29","USD","Germany","CE","false","true","false","ACTIVE","2024-12-16","2025-01-15","R2","Notes for ITEM-483"
"ITEM-484","COMPONENT BATTERIES Component 484","COMPONENT","BATTERIES","KG","12.7","40x56x26cm","Red","Carbon Fiber","Panasonic","PART-000484","SUP009","SUP-PART-000484","11","59","3556.95","USD","Japan","UN38.3","false","true","false","INACTIVE","2025-07-13","2025-07-30","R2","Notes for ITEM-484"
"ITEM-485","Product 485","FINISHED_GOOD","BATTERIES","EA","29.8","83x17x9cm","Black","Carbon Fiber","Trek Bikes","PART-000485","SUP007","SUP-PART-000485","54","22","19.9","USD","China","REACH","false","false","false","OBSOLETE","2025-04-16","2025-04-28","R2","Notes for ITEM-485"
"ITEM-486","COMPONENT SCOOTERS Component 486","COMPONENT","SCOOTERS","EA","1.0","98x20x39cm","Black","Aluminum","Panasonic","PART-000486","SUP004","SUP-PART-000486","38","54","1499.49","USD","Germany","REACH","false","false","false","OBSOLETE","2025-10-08","2025-11-06","R3","Notes for ITEM-486"
"ITEM-487","ASSEMBLY ELECTRONICS Component 487","ASSEMBLY","ELECTRONICS","M","35.4","157x81x19cm","Matte Black","Plastic","Samsung","PART-000487","SUP003","SUP-PART-000487","70","58","335.04","USD","Japan","ROHS","true","true","false","NPI","2025-05-30","2025-06-25","R2","Notes for ITEM-487"
"ITEM-488","TOOL WHEELS Component 488","TOOL","WHEELS","EA","8.5","10x23x38cm","Black","Aluminum","Samsung","PART-000488","SUP007","SUP-PART-000488","25","78","2846.71","USD","Taiwan","ROHS","true","true","false","NPI","2025-09-24","2025-10-22","R2","Notes for ITEM-488"
"ITEM-489","Product 489","FINISHED_GOOD","ELECTRONICS","M","21.3","164x48x45cm","Black","Carbon Fiber","Trek Bikes","PART-000489","SUP008","SUP-PART-000489","74","47","1877.96","USD","Japan","ROHS","true","true","false","OBSOLETE","2025-03-27","2025-03-30","R2","Notes for ITEM-489"
"ITEM-490","RAW_MATERIAL ELECTRONICS Component 490","RAW_MATERIAL","ELECTRONICS","L","44.6","189x34x32cm","White","Plastic","LG","PART-000490","SUP007","SUP-PART-000490","33","68","723.39","USD","Germany","CE","true","false","false","INACTIVE","2025-01-04","2025-02-03","R5","Notes for ITEM-490"
"ITEM-491","ASSEMBLY ELECTRONICS Component 491","ASSEMBLY","ELECTRONICS","KG","11.5","23x72x17cm","Matte Black","Plastic","LG","PART-000491","SUP008","SUP-PART-000491","55","75","894.31","USD","Japan","UN38.3","false","true","true","NPI","2025-01-04","2025-02-03","R1","Notes for ITEM-491"
"ITEM-492","ASSEMBLY BATTERIES Component 492","ASSEMBLY","BATTERIES","SET","39.1","162x47x30cm","Silver","Plastic","LG","PART-000492","SUP004","SUP-PART-000492","63","10","4932.6","USD","Germany","FCC","true","true","false","NPI","2025-06-03","2025-06-12","R5","Notes for ITEM-492"
"ITEM-493","TOOL WHEELS Component 493","TOOL","WHEELS","L","43.9","116x29x29cm","White","Plastic","LG","PART-000493","SUP009","SUP-PART-000493","69","76","2182.71","USD","Japan","CE","true","true","true","INACTIVE","2025-05-04","2025-05-23","R2","Notes for ITEM-493"
"ITEM-494","RAW_MATERIAL SCOOTERS Component 494","RAW_MATERIAL","SCOOTERS","M","5.9","167x70x15cm","White","Titanium","LG","PART-000494","SUP009","SUP-PART-000494","73","29","1403.42","USD","Taiwan","ROHS","true","true","true","INACTIVE","2025-08-11","2025-08-16","R5","Notes for ITEM-494"
"ITEM-495","RAW_MATERIAL WHEELS Component 495","RAW_MATERIAL","WHEELS","SET","15.3","16x24x27cm","Black","Carbon Fiber","Samsung","PART-000495","SUP004","SUP-PART-000495","47","40","4725.39","USD","Germany","CE","false","false","false","OBSOLETE","2024-10-30","2024-11-17","R2","Notes for ITEM-495"
"ITEM-496","Product 496","FINISHED_GOOD","WHEELS","EA","30.4","55x99x36cm","Blue","Plastic","LG","PART-000496","SUP008","SUP-PART-000496","66","26","3594.04","USD","USA","CE","true","false","true","INACTIVE","2024-11-29","2024-11-30","R1","Notes for ITEM-496"
"ITEM-497","RAW_MATERIAL ELECTRONICS Component 497","RAW_MATERIAL","ELECTRONICS","L","9.2","32x58x31cm","Matte Black","Carbon Fiber","LG","PART-000497","SUP005","SUP-PART-000497","41","51","1270.65","USD","Germany","CE","true","false","false","OBSOLETE","2025-05-03","2025-05-14","R5","Notes for ITEM-497"
"ITEM-498","Smart City Scooter 498","FINISHED_GOOD","SCOOTERS","EA","0.7","85x75x35cm","Black","Titanium","Samsung","PART-000498","SUP009","SUP-PART-000498","76","86","3503.5","USD","China","CE","false","false","false","NPI","2025-03-12","2025-03-30","R3","Notes for ITEM-498"
"ITEM-499","ASSEMBLY WHEELS Component 499","ASSEMBLY","WHEELS","KG","16.6","153x37x37cm","Matte Black","Aluminum","Samsung","PART-000499","SUP001","SUP-PART-000499","70","94","972.79","USD","USA","UN38.3","true","false","true","NPI","2025-05-04","2025-06-02","R2","Notes for ITEM-499"
"ITEM-500","COMPONENT ELECTRONICS Component 500","COMPONENT","ELECTRONICS","SET","23.5","118x91x15cm","Matte Black","Titanium","Xiaomi","PART-000500","SUP003","SUP-PART-000500","74","22","2553.43","USD","Taiwan","CE","false","false","true","NPI","2025-06-02","2025-06-17","R2","Notes for ITEM-500"
