"bom_id","parent_item_number","component_item_number","quantity","quantity_unit","sequence_number","supply_type","sourcing_type","supplier_code","supplier_part_number","lead_time_days","effective_date","expiration_date","is_active","is_optional","is_phantom","scrap_factor","yield_factor","setup_time_minutes","cycle_time_minutes","labor_hours","tooling_required","special_instructions","quality_requirements","test_requirements","packaging_requirements","created_by","created_date","last_modified_by","last_modified_date","revision","approval_status","notes"
"BOM-005","ITEM-065","ITEM-232","35.09","KG","4","MAKE","EXTERNAL","SUP002","SUP-PART-000670","48","2025-06-02","2025-08-25","true","true","true","0.041","0.98","59","28","5.4","NO","Instructions for ITEM-232","Quality requirements for ITEM-232","Test requirements for ITEM-232","Packaging requirements for ITEM-232","USER005","2025-05-17","USER006","2025-05-23","R1","APPROVED","Notes for BOM BOM-005"
"BOM-049","ITEM-056","ITEM-179","40.76","KG","59","MAKE_OR_BUY","DUAL_SOURCE","SUP002","SUP-PART-000320","1","2025-07-24","2026-07-09","false","true","true","0.059","0.996","38","33","7.5","SPECIAL","Instructions for ITEM-179","Quality requirements for ITEM-179","Test requirements for ITEM-179","Packaging requirements for ITEM-179","USER009","2025-07-15","USER009","2025-07-25","R5","PENDING","Notes for BOM BOM-049"
"BOM-024","ITEM-045","ITEM-397","91.42","L","33","MAKE_OR_BUY","EXTERNAL","SUP003","SUP-PART-000534","15","2025-10-07","2026-10-01","false","false","false","0.059","0.97","81","22","4.1","NO","Instructions for ITEM-397","Quality requirements for ITEM-397","Test requirements for ITEM-397","Packaging requirements for ITEM-397","USER010","2025-09-25","USER002","2025-09-28","R2","PENDING","Notes for BOM BOM-024"
"BOM-029","ITEM-044","ITEM-371","61.86","KG","54","MAKE","EXTERNAL","SUP005","SUP-PART-000410","36","2025-09-20","2026-06-26","true","true","false","0.054","0.986","95","28","0.2","YES","Instructions for ITEM-371","Quality requirements for ITEM-371","Test requirements for ITEM-371","Packaging requirements for ITEM-371","USER001","2025-09-17","USER006","2025-09-18","R3","REJECTED","Notes for BOM BOM-029"
"BOM-043","ITEM-085","ITEM-354","62.68","M","31","MAKE_OR_BUY","EXTERNAL","SUP005","SUP-PART-000805","9","2025-07-04","2025-11-24","false","true","false","0.046","0.955","92","12","7.6","SPECIAL","Instructions for ITEM-354","Quality requirements for ITEM-354","Test requirements for ITEM-354","Packaging requirements for ITEM-354","USER010","2025-06-07","USER001","2025-06-08","R1","DRAFT","Notes for BOM BOM-043"
"BOM-007","ITEM-005","ITEM-156","42.75","M","14","MAKE_OR_BUY","INTERNAL","SUP001","SUP-PART-000372","11","2025-10-15","2026-08-24","false","false","true","0.087","0.981","114","45","1.8","NO","Instructions for ITEM-156","Quality requirements for ITEM-156","Test requirements for ITEM-156","Packaging requirements for ITEM-156","USER002","2025-10-09","USER007","2025-10-13","R2","PENDING","Notes for BOM BOM-007"
"BOM-018","ITEM-037","ITEM-492","2.21","L","64","BUY","INTERNAL","SUP003","SUP-PART-000035","59","2025-10-02","2025-12-20","true","false","false","0.01","0.957","36","54","3.6","YES","Instructions for ITEM-492","Quality requirements for ITEM-492","Test requirements for ITEM-492","Packaging requirements for ITEM-492","USER002","2025-09-02","USER002","2025-09-05","R2","REJECTED","Notes for BOM BOM-018"
"BOM-006","ITEM-100","ITEM-190","59.09","L","19","MAKE_OR_BUY","INTERNAL","SUP005","SUP-PART-000173","50","2025-10-04","2025-12-29","true","true","true","0.042","0.969","56","52","4.5","SPECIAL","Instructions for ITEM-190","Quality requirements for ITEM-190","Test requirements for ITEM-190","Packaging requirements for ITEM-190","USER002","2025-09-19","USER010","2025-09-25","R3","DRAFT","Notes for BOM BOM-006"
"BOM-027","ITEM-054","ITEM-261","2.26","L","1","BUY","INTERNAL","SUP005","SUP-PART-000525","33","2025-10-03","2026-07-18","true","false","true","0.052","0.978","49","47","5.4","SPECIAL","Instructions for ITEM-261","Quality requirements for ITEM-261","Test requirements for ITEM-261","Packaging requirements for ITEM-261","USER009","2025-09-21","USER003","2025-09-27","R4","DRAFT","Notes for BOM BOM-027"
"BOM-050","ITEM-017","ITEM-435","62.91","KG","39","MAKE_OR_BUY","INTERNAL","SUP001","SUP-PART-000487","24","2025-06-20","2025-12-01","true","false","false","0.083","0.97","7","55","2.7","SPECIAL","Instructions for ITEM-435","Quality requirements for ITEM-435","Test requirements for ITEM-435","Packaging requirements for ITEM-435","USER004","2025-05-24","USER002","2025-05-26","R2","DRAFT","Notes for BOM BOM-050"
"BOM-047","ITEM-068","ITEM-226","28.34","KG","25","MAKE_OR_BUY","EXTERNAL","SUP002","SUP-PART-000136","57","2025-09-30","2026-07-31","false","false","true","0.077","0.977","86","1","2.1","SPECIAL","Instructions for ITEM-226","Quality requirements for ITEM-226","Test requirements for ITEM-226","Packaging requirements for ITEM-226","USER002","2025-09-22","USER010","2025-09-26","R1","REJECTED","Notes for BOM BOM-047"
"BOM-037","ITEM-007","ITEM-362","6.17","EA","85","MAKE","DUAL_SOURCE","SUP003","SUP-PART-000490","28","2025-08-22","2026-08-18","true","true","false","0.036","0.992","28","5","7.2","YES","Instructions for ITEM-362","Quality requirements for ITEM-362","Test requirements for ITEM-362","Packaging requirements for ITEM-362","USER008","2025-07-29","USER008","2025-08-02","R5","APPROVED","Notes for BOM BOM-037"
"BOM-032","ITEM-074","ITEM-279","64.02","EA","35","BUY","EXTERNAL","SUP004","SUP-PART-000491","38","2025-04-27","2025-11-28","false","true","true","0.095","0.994","70","9","3.1","YES","Instructions for ITEM-279","Quality requirements for ITEM-279","Test requirements for ITEM-279","Packaging requirements for ITEM-279","USER007","2025-04-14","USER001","2025-04-20","R3","PENDING","Notes for BOM BOM-032"
"BOM-001","ITEM-047","ITEM-244","3.31","EA","77","BUY","EXTERNAL","SUP002","SUP-PART-000602","6","2025-10-09","2026-06-11","false","false","false","0.014","0.973","36","50","2.9","YES","Instructions for ITEM-244","Quality requirements for ITEM-244","Test requirements for ITEM-244","Packaging requirements for ITEM-244","USER003","2025-09-21","USER004","2025-09-30","R4","DRAFT","Notes for BOM BOM-001"
"BOM-037","ITEM-038","ITEM-396","40.43","KG","95","BUY","EXTERNAL","SUP003","SUP-PART-000169","27","2025-06-10","2026-01-24","true","false","true","0.008","0.991","12","34","6.7","YES","Instructions for ITEM-396","Quality requirements for ITEM-396","Test requirements for ITEM-396","Packaging requirements for ITEM-396","USER008","2025-06-02","USER004","2025-06-08","R5","APPROVED","Notes for BOM BOM-037"
"BOM-008","ITEM-063","ITEM-493","39.92","M","61","MAKE_OR_BUY","EXTERNAL","SUP002","SUP-PART-000711","1","2025-10-06","2026-03-23","true","true","true","0.001","0.962","24","4","3.7","YES","Instructions for ITEM-493","Quality requirements for ITEM-493","Test requirements for ITEM-493","Packaging requirements for ITEM-493","USER004","2025-09-23","USER003","2025-09-28","R5","APPROVED","Notes for BOM BOM-008"
"BOM-019","ITEM-009","ITEM-427","3.63","L","79","BUY","EXTERNAL","SUP005","SUP-PART-000402","35","2025-08-11","2026-08-09","true","true","false","0.026","0.975","67","45","6.2","SPECIAL","Instructions for ITEM-427","Quality requirements for ITEM-427","Test requirements for ITEM-427","Packaging requirements for ITEM-427","USER005","2025-08-06","USER002","2025-08-16","R4","REJECTED","Notes for BOM BOM-019"
"BOM-026","ITEM-006","ITEM-314","65.33","M","58","MAKE_OR_BUY","INTERNAL","SUP001","SUP-PART-000251","36","2025-06-02","2026-03-13","false","false","true","0.036","0.951","111","48","5.6","SPECIAL","Instructions for ITEM-314","Quality requirements for ITEM-314","Test requirements for ITEM-314","Packaging requirements for ITEM-314","USER009","2025-05-04","USER009","2025-05-13","R1","APPROVED","Notes for BOM BOM-026"
"BOM-038","ITEM-054","ITEM-414","16.08","EA","70","MAKE","DUAL_SOURCE","SUP005","SUP-PART-000685","18","2025-10-06","2026-03-15","false","true","false","0.07","0.952","42","54","0.5","YES","Instructions for ITEM-414","Quality requirements for ITEM-414","Test requirements for ITEM-414","Packaging requirements for ITEM-414","USER003","2025-09-30","USER010","2025-10-04","R3","REJECTED","Notes for BOM BOM-038"
"BOM-012","ITEM-062","ITEM-196","55.23","L","32","BUY","EXTERNAL","SUP001","SUP-PART-000147","56","2025-05-22","2025-07-11","true","true","true","0.082","0.983","37","14","2.0","SPECIAL","Instructions for ITEM-196","Quality requirements for ITEM-196","Test requirements for ITEM-196","Packaging requirements for ITEM-196","USER005","2025-04-24","USER008","2025-04-28","R2","REJECTED","Notes for BOM BOM-012"
"BOM-045","ITEM-097","ITEM-180","50.65","EA","80","MAKE","EXTERNAL","SUP003","SUP-PART-000737","8","2025-06-27","2025-11-27","false","false","false","0.095","0.968","9","33","3.6","YES","Instructions for ITEM-180","Quality requirements for ITEM-180","Test requirements for ITEM-180","Packaging requirements for ITEM-180","USER001","2025-06-15","USER006","2025-06-19","R2","PENDING","Notes for BOM BOM-045"
"BOM-040","ITEM-075","ITEM-366","60.42","EA","98","MAKE_OR_BUY","EXTERNAL","SUP001","SUP-PART-000204","1","2025-05-07","2026-04-07","true","false","true","0.094","0.987","10","34","3.1","NO","Instructions for ITEM-366","Quality requirements for ITEM-366","Test requirements for ITEM-366","Packaging requirements for ITEM-366","USER008","2025-04-19","USER002","2025-04-20","R5","REJECTED","Notes for BOM BOM-040"
"BOM-009","ITEM-065","ITEM-275","96.76","KG","26","BUY","DUAL_SOURCE","SUP002","SUP-PART-000070","3","2025-07-20","2026-03-02","true","false","false","0.063","0.958","46","30","6.9","YES","Instructions for ITEM-275","Quality requirements for ITEM-275","Test requirements for ITEM-275","Packaging requirements for ITEM-275","USER010","2025-07-10","USER001","2025-07-13","R1","DRAFT","Notes for BOM BOM-009"
"BOM-008","ITEM-062","ITEM-422","42.02","L","77","MAKE_OR_BUY","INTERNAL","SUP004","SUP-PART-000652","18","2025-08-02","2026-01-14","false","true","true","0.042","0.956","92","7","4.1","SPECIAL","Instructions for ITEM-422","Quality requirements for ITEM-422","Test requirements for ITEM-422","Packaging requirements for ITEM-422","USER003","2025-07-03","USER004","2025-07-06","R1","DRAFT","Notes for BOM BOM-008"
"BOM-025","ITEM-058","ITEM-399","96.7","KG","23","MAKE","DUAL_SOURCE","SUP001","SUP-PART-000914","54","2025-06-05","2026-02-12","false","true","true","0.074","0.982","42","22","7.1","NO","Instructions for ITEM-399","Quality requirements for ITEM-399","Test requirements for ITEM-399","Packaging requirements for ITEM-399","USER004","2025-05-16","USER005","2025-05-26","R5","REJECTED","Notes for BOM BOM-025"
"BOM-026","ITEM-072","ITEM-105","16.95","L","3","BUY","INTERNAL","SUP002","SUP-PART-000564","2","2025-10-01","2026-08-26","false","false","false","0.004","0.995","37","39","8.0","SPECIAL","Instructions for ITEM-105","Quality requirements for ITEM-105","Test requirements for ITEM-105","Packaging requirements for ITEM-105","USER003","2025-09-07","USER001","2025-09-08","R1","APPROVED","Notes for BOM BOM-026"
"BOM-049","ITEM-040","ITEM-112","16.05","L","28","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000602","17","2025-10-10","2026-01-31","false","false","true","0.074","0.994","98","27","6.7","YES","Instructions for ITEM-112","Quality requirements for ITEM-112","Test requirements for ITEM-112","Packaging requirements for ITEM-112","USER005","2025-09-27","USER002","2025-10-04","R4","APPROVED","Notes for BOM BOM-049"
"BOM-047","ITEM-087","ITEM-275","40.87","KG","52","MAKE_OR_BUY","INTERNAL","SUP002","SUP-PART-000759","58","2025-06-17","2025-08-14","false","false","true","0.007","0.988","49","40","5.9","SPECIAL","Instructions for ITEM-275","Quality requirements for ITEM-275","Test requirements for ITEM-275","Packaging requirements for ITEM-275","USER005","2025-06-03","USER010","2025-06-13","R1","APPROVED","Notes for BOM BOM-047"
"BOM-034","ITEM-085","ITEM-164","56.37","KG","42","MAKE","DUAL_SOURCE","SUP003","SUP-PART-000749","53","2025-05-29","2025-10-14","true","false","true","0.011","0.981","17","14","6.3","YES","Instructions for ITEM-164","Quality requirements for ITEM-164","Test requirements for ITEM-164","Packaging requirements for ITEM-164","USER002","2025-05-06","USER006","2025-05-07","R3","APPROVED","Notes for BOM BOM-034"
"BOM-047","ITEM-085","ITEM-174","67.13","M","55","BUY","EXTERNAL","SUP002","SUP-PART-000803","51","2025-07-07","2025-11-05","false","true","true","0.019","0.975","51","18","4.6","NO","Instructions for ITEM-174","Quality requirements for ITEM-174","Test requirements for ITEM-174","Packaging requirements for ITEM-174","USER001","2025-06-28","USER004","2025-07-05","R5","PENDING","Notes for BOM BOM-047"
"BOM-049","ITEM-025","ITEM-183","70.15","L","35","BUY","DUAL_SOURCE","SUP004","SUP-PART-000862","24","2025-10-17","2026-07-15","false","true","false","0.043","0.973","112","26","4.3","NO","Instructions for ITEM-183","Quality requirements for ITEM-183","Test requirements for ITEM-183","Packaging requirements for ITEM-183","USER004","2025-10-06","USER005","2025-10-08","R1","DRAFT","Notes for BOM BOM-049"
"BOM-019","ITEM-042","ITEM-330","89.85","KG","96","MAKE","DUAL_SOURCE","SUP004","SUP-PART-000166","46","2025-10-13","2026-05-22","true","false","false","0.005","0.98","15","25","1.1","YES","Instructions for ITEM-330","Quality requirements for ITEM-330","Test requirements for ITEM-330","Packaging requirements for ITEM-330","USER004","2025-10-07","USER005","2025-10-11","R5","DRAFT","Notes for BOM BOM-019"
"BOM-042","ITEM-004","ITEM-294","41.24","M","93","BUY","DUAL_SOURCE","SUP001","SUP-PART-000187","15","2025-07-02","2026-03-23","true","true","false","0.092","0.957","53","5","2.1","NO","Instructions for ITEM-294","Quality requirements for ITEM-294","Test requirements for ITEM-294","Packaging requirements for ITEM-294","USER002","2025-06-22","USER003","2025-06-23","R4","APPROVED","Notes for BOM BOM-042"
"BOM-044","ITEM-066","ITEM-197","15.56","KG","79","BUY","DUAL_SOURCE","SUP005","SUP-PART-000544","32","2025-05-21","2026-03-05","true","false","true","0.048","0.992","108","17","4.5","NO","Instructions for ITEM-197","Quality requirements for ITEM-197","Test requirements for ITEM-197","Packaging requirements for ITEM-197","USER001","2025-04-24","USER009","2025-04-27","R2","APPROVED","Notes for BOM BOM-044"
"BOM-026","ITEM-047","ITEM-190","46.3","EA","89","BUY","EXTERNAL","SUP005","SUP-PART-000788","38","2025-10-12","2026-09-28","false","true","false","0.033","0.989","95","52","5.2","NO","Instructions for ITEM-190","Quality requirements for ITEM-190","Test requirements for ITEM-190","Packaging requirements for ITEM-190","USER004","2025-10-04","USER004","2025-10-10","R4","REJECTED","Notes for BOM BOM-026"
"BOM-022","ITEM-083","ITEM-323","46.79","L","79","BUY","DUAL_SOURCE","SUP001","SUP-PART-000235","37","2025-10-06","2026-09-07","true","false","true","0.009","0.988","15","51","7.7","YES","Instructions for ITEM-323","Quality requirements for ITEM-323","Test requirements for ITEM-323","Packaging requirements for ITEM-323","USER001","2025-09-07","USER004","2025-09-09","R1","REJECTED","Notes for BOM BOM-022"
"BOM-024","ITEM-014","ITEM-340","84.59","L","65","MAKE_OR_BUY","INTERNAL","SUP004","SUP-PART-000849","38","2025-05-12","2025-08-28","false","true","false","0.032","0.995","78","12","0.8","NO","Instructions for ITEM-340","Quality requirements for ITEM-340","Test requirements for ITEM-340","Packaging requirements for ITEM-340","USER009","2025-05-04","USER007","2025-05-08","R4","REJECTED","Notes for BOM BOM-024"
"BOM-002","ITEM-010","ITEM-264","68.52","M","92","MAKE","DUAL_SOURCE","SUP002","SUP-PART-000585","40","2025-05-30","2026-01-20","false","false","false","0.012","0.956","76","53","4.0","SPECIAL","Instructions for ITEM-264","Quality requirements for ITEM-264","Test requirements for ITEM-264","Packaging requirements for ITEM-264","USER006","2025-05-26","USER004","2025-05-31","R1","PENDING","Notes for BOM BOM-002"
"BOM-024","ITEM-048","ITEM-279","52.9","EA","27","MAKE","DUAL_SOURCE","SUP005","SUP-PART-000540","27","2025-05-01","2025-11-16","false","true","true","0.023","0.991","26","30","3.2","SPECIAL","Instructions for ITEM-279","Quality requirements for ITEM-279","Test requirements for ITEM-279","Packaging requirements for ITEM-279","USER010","2025-04-12","USER004","2025-04-15","R1","PENDING","Notes for BOM BOM-024"
"BOM-029","ITEM-082","ITEM-213","88.36","KG","15","MAKE_OR_BUY","INTERNAL","SUP003","SUP-PART-000953","26","2025-04-27","2025-06-22","true","true","false","0.09","0.956","21","34","3.3","YES","Instructions for ITEM-213","Quality requirements for ITEM-213","Test requirements for ITEM-213","Packaging requirements for ITEM-213","USER007","2025-04-25","USER010","2025-05-03","R4","DRAFT","Notes for BOM BOM-029"
"BOM-007","ITEM-033","ITEM-197","13.32","EA","73","BUY","INTERNAL","SUP002","SUP-PART-000743","11","2025-08-06","2025-11-26","true","false","false","0.002","0.967","57","53","5.3","SPECIAL","Instructions for ITEM-197","Quality requirements for ITEM-197","Test requirements for ITEM-197","Packaging requirements for ITEM-197","USER002","2025-07-09","USER001","2025-07-16","R4","APPROVED","Notes for BOM BOM-007"
"BOM-043","ITEM-020","ITEM-400","84.28","KG","52","MAKE","INTERNAL","SUP003","SUP-PART-000201","10","2025-08-22","2026-08-20","false","true","false","0.035","0.958","92","48","2.3","YES","Instructions for ITEM-400","Quality requirements for ITEM-400","Test requirements for ITEM-400","Packaging requirements for ITEM-400","USER003","2025-08-19","USER008","2025-08-29","R1","DRAFT","Notes for BOM BOM-043"
